,name,company,Empty,Price,kms_driven,fuel_type,abc,abc2,year
272,Maruti Suzuki Swift,Maruti,2011,225000,45000,Petrol,,,2014
273,Chevrolet Beat LS,Chevrolet,2010,120000,43000,Petrol,,,2013
274,Tata Indigo eCS,Tata,2016,320000,175430,Diesel,,,2019
275,Hyundai Santro Xing,Hyundai,2000,59000,56450,Petrol,,,2003
276,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel,,,2018
277,Chevrolet Beat LS,Chevrolet,2010,80000,56000,Petrol,,,2013
278,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel,,,2016
279,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol,,,2011
280,Chevrolet Beat LS,Chevrolet,2015,220000,32700,Petrol,,,2018
281,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel,,,2014
282,Ford EcoSport Titanium,Ford,2016,599000,30000,Diesel,,,2019
283,Hyundai Accent GLX,Hyundai,2006,80000,56000,Petrol,,,2009
284,Mahindra TUV300 T4,Mahindra,2016,675000,9000,Diesel,,,2019
285,Mini Cooper S,Mini,2013,1891111,13000,Petrol,,,2016
286,Mini Cooper S,Mini,2013,1891111,13000,Petrol,,,2016
287,Tata Indica V2,Tata,2008,150000,11000,Petrol,,,2011
288,Mini Cooper S,Mini,2013,1891111,13000,Petrol,,,2016
289,Tata Indigo CS,Tata,2009,72500,46000,Diesel,,,2012
290,Maruti Suzuki Swift,Maruti,2019,610000,73,Petrol,,,2022
291,Mahindra Scorpio VLX,Mahindra,2004,230000,160000,Diesel,,,2007
292,Honda Accord,Honda,2009,175000,58559,Petrol,,,2012
293,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel,,,2018
294,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel,,,2016
295,Ford EcoSport Titanium,Ford,2014,520000,57000,Diesel,,,2017
296,Maruti Suzuki Ertiga,Maruti,2015,524999,50000,Diesel,,,2018
297,Honda Amaze,Honda,2014,299999,37000,Petrol,,,2017
298,Maruti Suzuki Dzire,Maruti,2012,299999,40000,Petrol,,,2015
299,Honda City,Honda,2011,284999,55000,Petrol,,,2014
300,Mahindra Scorpio 2.6,Mahindra,2007,220000,170000,Diesel,,,2010
301,Maruti Suzuki Dzire,Maruti,2014,424999,55000,Diesel,,,2017
302,Honda City,Honda,2015,644999,39000,Petrol,,,2018
303,Honda Mobilio,Honda,2014,399999,44000,Petrol,,,2017
304,Toyota Corolla Altis,Toyota,2009,199999,65000,Petrol,,,2012
305,Honda City,Honda,2014,584999,39000,Petrol,,,2017
306,Skoda Laura,Skoda,2012,349999,44000,Diesel,,,2015
307,Renault Duster,Renault,2015,449999,49000,Diesel,,,2018
308,Maruti Suzuki Ertiga,Maruti,2018,799999,9000,Diesel,,,2021
309,Maruti Suzuki Dzire,Maruti,2015,444999,45000,Diesel,,,2018
310,Mahindra XUV500,Mahindra,2014,649999,47000,Diesel,,,2017
311,Hyundai Verna Fluidic,Hyundai,2012,444999,40000,Diesel,,,2015
312,Maruti Suzuki Vitara,Maruti,2016,689999,29000,Diesel,,,2019
313,Maruti Suzuki Wagon,Maruti,2016,344999,15000,Petrol,,,2019
314,Mahindra Scorpio,Mahindra,2015,944999,45000,Diesel,,,2018
315,Honda Amaze,Honda,2014,274999,35000,Petrol,,,2017
316,Mahindra XUV500,Mahindra,2013,689999,80000,Diesel,,,2016
317,Mahindra Scorpio,Mahindra,2013,574999,68000,Diesel,,,2016
318,Skoda Laura,Skoda,2013,374999,50000,Diesel,,,2016
319,Volkswagen Polo,Volkswagen,2010,199999,60000,Diesel,,,2013
320,Hyundai Elite i20,Hyundai,2016,549999,9000,Petrol,,,2019
321,Tata Manza Aura,Tata,2012,130000,72000,Diesel,,,2015
322,Chevrolet Sail UVA,Chevrolet,2013,210000,60000,Petrol,,,2016
323,Renault Duster 110,Renault,2012,501000,38000,Diesel,,,2015
324,Hyundai Verna Fluidic,Hyundai,2013,401000,45000,Diesel,,,2016
325,Audi A4 2.0,Audi,2012,1350000,40000,Diesel,,,2015
326,Hyundai Elantra SX,Hyundai,2013,600000,20000,Petrol,,,2016
327,Mahindra Scorpio VLX,Mahindra,2013,610000,35000,Diesel,,,2016
328,Mahindra KUV100 K8,Mahindra,2016,400000,20000,Diesel,,,2019
329,Renault Scala RxL,Renault,2015,375000,25000,Diesel,,,2018
330,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel,,,2016
331,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol,,,2017
332,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol,,,2018
333,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel,,,2015
334,Hyundai Grand i10,Hyundai,2017,524999,6821,Petrol,,,2020
335,Hyundai i20,Hyundai,2014,449999,23000,Petrol,,,2017
336,Hyundai Eon,Hyundai,2014,174999,14000,Petrol,,,2017
337,Hyundai i10,Hyundai,2012,244999,38000,Petrol,,,2015
338,Hyundai i20 Active,Hyundai,2015,574999,35000,Diesel,,,2018
339,Datsun Redi GO,Datsun,2017,244999,22000,Petrol,,,2020
340,Toyota Etios Liva,Toyota,2011,239999,41000,Petrol,,,2014
341,Hyundai Accent,Hyundai,2010,99999,45000,Petrol,,,2013
342,Hyundai Verna,Hyundai,2014,489999,44000,Diesel,,,2017
343,Maruti Suzuki Swift,Maruti,2013,324999,45000,Diesel,,,2016
344,Toyota Fortuner,Toyota,2011,1074999,52000,Diesel,,,2014
345,Hyundai i10 Sportz,Hyundai,2012,230000,34000,Petrol,,,2015
346,Mahindra Bolero Power,Mahindra,2018,699000,1800,Diesel,,,2021
347,Mahindra XUV500,Mahindra,2015,1000000,15000,Diesel,,,2018
348,Honda City 1.5,Honda,2010,240000,400000,Petrol,,,2013
349,Chevrolet Spark LT,Chevrolet,2009,110000,44000,Petrol,,,2012
350,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel,,,2022
351,Renault Duster 110PS,Renault,2012,501000,35000,Diesel,,,2015
352,Mahindra XUV500,Mahindra,2016,1130000,72000,Diesel,,,2019
353,Tata Indigo eCS,Tata,2014,250000,40000,Diesel,,,2017
354,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel,,,2016
355,Force Motors Force,Force,2015,580000,3200,Diesel,,,2018
356,Skoda Rapid Elegance,Skoda,2013,340000,48000,Diesel,,,2016
357,Tata Vista Quadrajet,Tata,2011,120000,90000,Diesel,,,2014
358,Maruti Suzuki Alto,Maruti,2015,265000,12000,Petrol,,,2018
359,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel,,,2015
360,Maruti Suzuki Zen,Maruti,2003,85000,69900,Petrol,,,2006
361,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel,,,2022
362,Hyundai i10 Magna,Hyundai,2011,175000,45000,Petrol,,,2014
363,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol,,,2018
364,Maruti Suzuki Swift,Maruti,2016,350000,166000,Diesel,,,2019
365,Honda City ZX,Honda,2008,149000,42000,Petrol,,,2011
366,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel,,,2021
367,Mahindra Jeep MM,Mahindra,2006,425000,122,Diesel,,,2009
368,Chevrolet Beat Diesel,Chevrolet,2017,150000,62000,Diesel,,,2020
369,Honda City 1.5,Honda,2010,225000,70000,Petrol,,,2013
370,Hyundai Verna 1.4,Hyundai,2014,375000,36000,Petrol,,,2017
371,Toyota Innova 2.5,Toyota,2012,770000,0,Diesel,,,2015
372,Maruti Suzuki Maruti,Maruti,1995,30000,55000,Petrol,,,1998
373,Toyota Etios,Toyota,2011,275000,36000,Diesel,,,2014
374,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel,,,2018
375,Maruti Suzuki Swift,Maruti,2014,335000,55000,Diesel,,,2017
376,Hyundai Elite i20,Hyundai,2015,450000,20000,Diesel,,,2018
377,Maruti Suzuki Swift,Maruti,2012,225000,40000,Petrol,,,2015
378,Maruti Suzuki Versa,Maruti,2004,80000,50000,Petrol,,,2007
379,Tata Indigo LX,Tata,2016,130000,104000,Diesel,,,2019
380,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel,,,2014
381,Mercedes Benz C,Mercedes,2002,399000,41000,Petrol,,,2005
382,Maruti Suzuki Ertiga,Maruti,2013,450000,90000,Diesel,,,2016
383,Honda City,Honda,2000,65000,80000,Petrol,,,2003
384,Hyundai Santro Xing,Hyundai,2006,75000,46000,Petrol,,,2009
385,Maruti Suzuki Omni,Maruti,2001,70000,70000,Petrol,,,2004
386,Hyundai Sonata Transform,Hyundai,2017,190000,36469,Diesel,,,2020
387,Hyundai Elite i20,Hyundai,2018,600000,7800,Petrol,,,2021
388,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel,,,2014
389,Maruti Suzuki Alto,Maruti,2017,240000,60000,Petrol,,,2020
390,Maruti Suzuki Alto,Maruti,2011,155000,32000,Petrol,,,2014
391,Honda Jazz S,Honda,2009,169999,24695,Petrol,,,2012
392,Hyundai Grand i10,Hyundai,2017,450000,15141,Petrol,,,2020
393,Maruti Suzuki Zen,Maruti,2001,40000,40000,Petrol,,,2004
394,Mahindra Scorpio W,Mahindra,2012,165000,65000,Diesel,,,2015
395,Maruti Suzuki Alto,Maruti,2014,270000,22000,Petrol,,,2017
396,Hyundai Grand i10,Hyundai,2016,280000,59910,Diesel,,,2019
397,Mahindra XUV500 W8,Mahindra,2012,560000,100000,Diesel,,,2015
398,Hyundai Creta 1.6,Hyundai,2016,950000,25000,Petrol,,,2019
399,Hyundai i20 Magna,Hyundai,2013,310000,35000,Petrol,,,2016
400,Renault Duster 85,Renault,2015,715000,65000,Diesel,,,2018
401,Hyundai Grand i10,Hyundai,2014,340000,35000,Petrol,,,2017
402,Honda Brio V,Honda,2012,235000,33000,Petrol,,,2015
403,Mahindra TUV300 T4,Mahindra,2017,610000,68000,Diesel,,,2020
404,Chevrolet Spark LS,Chevrolet,2010,95000,23000,Petrol,,,2013
405,Mahindra TUV300 T8,Mahindra,2018,1000000,4500,Diesel,,,2021
406,Maruti Suzuki Swift,Maruti,2015,220000,129000,Diesel,,,2018
407,Nissan X Trail,Nissan,2019,1200000,300,Diesel,,,2022
408,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol,,,2018
409,Ford Ikon 1.3,Ford,2001,45000,65000,Petrol,,,2004
410,Toyota Fortuner 3.0,Toyota,2010,940000,131000,Diesel,,,2013
411,Tata Manza ELAN,Tata,2010,155555,111111,Petrol,,,2013
412,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol,,,2016
413,Chevrolet Beat LS,Chevrolet,2016,210000,22000,Diesel,,,2019
414,Ford EcoSport Trend,Ford,2013,495000,38000,Diesel,,,2016
415,Tata Indigo LS,Tata,2016,125000,70000,Diesel,,,2019
416,Hyundai i20 Magna,Hyundai,2010,195000,36000,Petrol,,,2013
417,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel,,,2018
418,Renault Kwid RXT,Renault,2015,270000,43000,Petrol,,,2018
419,Ford EcoSport Titanium,Ford,2014,500000,40000,Diesel,,,2017
420,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel,,,2019
421,Hyundai Verna 1.6,Hyundai,2017,800000,12000,Petrol,,,2020
422,BMW 5 Series,BMW,2011,1299000,49000,Diesel,,,2014
423,Skoda Superb 1.8,Skoda,2011,530000,68000,Petrol,,,2014
424,Audi Q3 2.0,Audi,2013,1499000,37000,Diesel,,,2016
425,Mahindra Bolero DI,Mahindra,2012,220000,59466,Diesel,,,2015
426,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,,,2018
427,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel,,,2015
428,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol,,,2021
429,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol,,,2012
430,Tata Nano GenX,Tata,2010,32000,44005,Petrol,,,2013
431,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel,,,2019
432,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel,,,2019
433,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol,,,2018
434,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol,,,2018
435,Honda City SV,Honda,2017,760000,4000,Petrol,,,2020
436,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol,,,2019
437,Ford Figo Petrol,Ford,2011,175000,75000,Petrol,,,2014
438,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,,,2018
439,Honda City,Honda,2017,750000,3000,Petrol,,,2020
440,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol,,,2018
441,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol,,,2007
442,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol,,,2021
443,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol,,,2018
444,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol,,,2011
445,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol,,,2006
446,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol,,,2014
447,Tata Indigo CS,Tata,2015,123000,100000,Diesel,,,2018
448,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,,,2018
449,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,,,2018
450,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel,,,2019
451,Honda City,Honda,2015,499999,55000,Petrol,,,2018
452,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol,,,2012
453,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol,,,2019
454,Tata Zest XE,Tata,2018,480000,103553,Diesel,,,2021
455,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel,,,2020
456,Tata Sumo Gold,Tata,2014,250000,99000,Diesel,,,2017
457,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol,,,2013
458,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG,,,2016
459,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel,,,2018
460,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel,,,2016
461,Tata Tigor Revotron,Tata,2019,650000,100,Diesel,,,2022
462,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol,,,2004
463,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol,,,2018
464,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol,,,2007
465,Honda Mobilio S,Honda,2014,399000,44000,Diesel,,,2017
466,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel,,,2019
467,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel,,,2020
468,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel,,,2019
469,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol,,,2010
470,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel,,,2018
471,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol,,,2017
472,Honda Amaze,Honda,2013,250000,55700,Diesel,,,2016
473,Tata Indica,Tata,2005,80000,42000,Petrol,,,2008
474,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol,,,2006
475,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol,,,2013
476,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol,,,2017
477,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol,,,2010
478,Honda Brio VX,Honda,2017,450000,11000,Petrol,,,2020
479,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol,,,2006
480,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol,,,2011
481,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel,,,2019
482,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol,,,2013
483,Renault Kwid RXT,Renault,2019,370000,1000,Petrol,,,2022
484,Tata Nano Lx,Tata,2010,52000,9000,Petrol,,,2013
485,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol,,,2019
486,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol,,,2017
487,Honda City 1.5,Honda,2014,499000,22000,Petrol,,,2017
488,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel,,,2005
489,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol,,,2013
490,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol,,,2020
491,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol,,,2019
492,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol,,,2018
493,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol,,,2020
494,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol,,,2017
495,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol,,,2016
496,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel,,,2019
497,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol,,,2018
498,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol,,,2019
499,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel,,,2016
500,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel,,,2015
501,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol,,,2009
502,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol,,,2004
503,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol,,,2018
504,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol,,,2018
505,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol,,,2021
506,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol,,,2012
507,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel,,,2013
508,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel,,,2015
509,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol,,,2009
510,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol,,,2010
511,Audi A6 2.0,Audi,2012,1599000,11500,Diesel,,,2015
512,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol,,,2006
513,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol,,,2012
514,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol,,,2012
515,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol,,,2013
516,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol,,,2019
517,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol,,,2022
518,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol,,,2012
519,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol,,,2012
520,Hyundai Santro,Hyundai,2000,51999,88000,Petrol,,,2003
521,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol,,,2012
522,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel,,,2015
523,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol,,,2020
524,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol,,,2016
525,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel,,,2016
526,Tata Indica V2,Tata,2005,35000,150000,Diesel,,,2008
527,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel,,,2014
528,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol,,,2013
529,Honda City 1.5,Honda,2009,269000,55000,Petrol,,,2012
530,Tata Nano,Tata,2013,60000,6800,Petrol,,,2016
531,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel,,,2017
532,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel,,,2018
533,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel,,,2014
534,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel,,,2021
535,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol,,,2017
536,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol,,,2009
537,Force Motors One,Force,2013,550000,140000,Diesel,,,2016
538,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol,,,2022
539,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol,,,2014
540,Hyundai i10,Hyundai,2009,215000,27000,Petrol,,,2012
541,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel,,,2015
542,Renault Duster 85PS,Renault,2013,401919,57923,Diesel,,,2016
